,Name,Manufacturer:,Cores:,Memory:,Processor:,Interconnect:,Linpack Performance (Rmax),Theoretical Peak (Rpeak),Nmax,HPCG [TFlop/s],Power Measurement Level:,Operating System:,Compiler:,Math Library:,MPI:,Power:,Nhalf
0,ASCI Red,Intel,"9,152",0 GB,Pentium Pro  200MHz,Proprietary,1.338 TFlop/s,1.8304 TFlop/s,"235,000",False,False,Paragon OS,False,False,False,False,"63,000"
1,T3E1200,Cray/HPE,"1,080",0 GB,EV56  598MHz,3-D Torus,0.891 TFlop/s,1.296 TFlop/s,"259,200",False,False,UNICOS,False,False,False,False,"26,400"
2,T3E900,Cray/HPE,"1,248",0 GB,EV5  450MHz,3-D Torus,0.772 TFlop/s,1.1232 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
3,T3E900,Cray/HPE,840,0 GB,EV5  450MHz,3-D Torus,0.531 TFlop/s,0.756 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
4,T3E,Cray/HPE,"1,024",0 GB,EV5  300MHz,3-D Torus,0.4486 TFlop/s,0.6144 TFlop/s,"119,808",False,False,UNICOS,False,False,False,False,"19,008"
5,CP-PACS/2048,Hitachi/Tsukuba,"2,048",0 GB,HARP-1E  150MHz,Hyper crossbar,0.3682 TFlop/s,0.6144 TFlop/s,"103,680",False,False,HI-UX/MPP,False,False,False,False,"30,720"
6,T3E,Cray/HPE,784,0 GB,EV5  300MHz,3-D Torus,0.342 TFlop/s,0.4704 TFlop/s,"104,832",False,False,UNICOS,False,False,False,False,"17,280"
7,T3E900,Cray/HPE,512,0 GB,EV5  450MHz,3-D Torus,0.321 TFlop/s,0.4608 TFlop/s,"122,880",False,False,UNICOS,False,False,False,False,"15,360"
8,T3E900,Cray/HPE,512,0 GB,EV5  450MHz,3-D Torus,0.321 TFlop/s,0.4608 TFlop/s,"122,880",False,False,UNICOS,False,False,False,False,"15,360"
9,T3E900,Cray/HPE,512,0 GB,EV5  450MHz,3-D Torus,0.321 TFlop/s,0.4608 TFlop/s,"122,880",False,False,UNICOS,False,False,False,False,"15,360"
10,T3E900,Cray/HPE,400,0 GB,EV5  450MHz,3-D Torus,0.251 TFlop/s,0.36 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
11,SX-4/128M4,NEC,128,0 GB,NEC  250MHz,Multi-stage crossbar,0.244 TFlop/s,0.256 TFlop/s,False,False,False,EWS-UX/V,False,False,False,False,False
12,SX-4/128H4,NEC,128,0 GB,NEC  250MHz,Multi-stage crossbar,0.244 TFlop/s,0.256 TFlop/s,False,False,False,EWS-UX/V,False,False,False,False,False
13,SR2201/1024,Hitachi,"1,024",0 GB,HARP-1E  150MHz,Hyper crossbar,0.2324 TFlop/s,0.3072 TFlop/s,"155,520",False,False,HI-UX/MPP,False,False,False,False,"34,560"
14,Numerical Wind Tunnel,Fujitsu,167,0 GB,Fujitsu  105MHz,Full distributed crossbar,0.229 TFlop/s,0.28126 TFlop/s,"66,132",False,False,UXP/V,False,False,False,498.00 kW,"18,018"
15,T3E,Cray/HPE,512,0 GB,EV5  300MHz,3-D Torus,0.222 TFlop/s,0.3072 TFlop/s,"84,480",False,False,UNICOS,False,False,False,False,"12,480"
16,T3E,Cray/HPE,512,0 GB,EV5  300MHz,3-D Torus,0.222 TFlop/s,0.3072 TFlop/s,"84,480",False,False,UNICOS,False,False,False,False,"12,480"
17,T3E,Cray/HPE,512,0 GB,EV5  300MHz,3-D Torus,0.222 TFlop/s,0.3072 TFlop/s,"84,480",False,False,UNICOS,False,False,False,False,"12,480"
18,VPP700/116,Fujitsu,116,0 GB,Fujitsu  137MHz,Full distributed crossbar,0.213 TFlop/s,0.2552 TFlop/s,"111,360",False,False,UXP/V,False,False,False,False,"18,560"
19,T3E1200,Cray/HPE,256,0 GB,EV56  598MHz,3-D Torus,0.2118 TFlop/s,0.3072 TFlop/s,"125,952",False,False,UNICOS,False,False,False,False,"11,520"
20,T3E1200,Cray/HPE,256,0 GB,EV56  598MHz,3-D Torus,0.2118 TFlop/s,0.3072 TFlop/s,"125,952",False,False,UNICOS,False,False,False,False,"11,520"
21,T3E900,Cray/HPE,312,0 GB,EV5  450MHz,3-D Torus,0.196 TFlop/s,0.2808 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
22,SP P2SC 120/135 MHz,IBM,512,0 GB,Power  120MHz,SP Switch,0.18091 TFlop/s,0.24832 TFlop/s,"62,000",False,False,AIX,False,False,False,False,False
23,T3E900,Cray/HPE,256,0 GB,EV5  450MHz,3-D Torus,0.161 TFlop/s,0.2304 TFlop/s,"84,480",False,False,UNICOS,False,False,False,False,"10,080"
24,T3E900,Cray/HPE,256,0 GB,EV5  450MHz,3-D Torus,0.161 TFlop/s,0.2304 TFlop/s,"84,480",False,False,UNICOS,False,False,False,False,"10,080"
25,T3E900,Cray/HPE,256,0 GB,EV5  450MHz,3-D Torus,0.161 TFlop/s,0.2304 TFlop/s,"84,480",False,False,UNICOS,False,False,False,False,"10,080"
26,T3E750,Cray/HPE,280,0 GB,EV5  374MHz,3-D Torus,0.146 TFlop/s,0.21 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
27,XP/S140,Intel,"3,680",0 GB,Intel 80860  50MHz,2-D mesh (torus),0.1434 TFlop/s,0.184 TFlop/s,"55,700",False,False,OSF/1,False,False,False,False,"20,500"
28,T3E1200,Cray/HPE,160,0 GB,EV56  598MHz,3-D Torus,0.13245 TFlop/s,0.192 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
29,XP/S-MP 150,Intel,"3,072",0 GB,Intel 80860  50MHz,2-D mesh (torus),0.1271 TFlop/s,0.154 TFlop/s,"86,000",False,False,OSF/1,False,False,False,False,"17,800"
30,SX-4/64M2,NEC,64,0 GB,NEC  250MHz,Multi-stage crossbar,0.122 TFlop/s,0.128 TFlop/s,"30,080",False,False,EWS-UX/V,False,False,False,False,"4,352"
31,SX-4/64M2,NEC,64,0 GB,NEC  250MHz,Multi-stage crossbar,0.122 TFlop/s,0.128 TFlop/s,"30,080",False,False,EWS-UX/V,False,False,False,False,"4,352"
32,T3E750,Cray/HPE,224,0 GB,EV5  374MHz,3-D Torus,0.115 TFlop/s,0.168 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
33,T3E,Cray/HPE,256,0 GB,EV5  300MHz,3-D Torus,0.112 TFlop/s,0.1536 TFlop/s,"59,904",False,False,UNICOS,False,False,False,False,"8,832"
34,T3E,Cray/HPE,256,0 GB,EV5  300MHz,3-D Torus,0.112 TFlop/s,0.1536 TFlop/s,"59,904",False,False,UNICOS,False,False,False,False,"8,832"
35,T3E,Cray/HPE,256,0 GB,EV5  300MHz,3-D Torus,0.112 TFlop/s,0.1536 TFlop/s,"59,904",False,False,UNICOS,False,False,False,False,"8,832"
36,VPP700/56,Fujitsu,56,0 GB,Fujitsu  137MHz,Full distributed crossbar,0.11 TFlop/s,0.1232 TFlop/s,"109,200",False,False,UXP/V,False,False,False,False,"10,752"
37,VPP500/80,Fujitsu,80,0 GB,Fujitsu  100MHz,Full distributed crossbar,0.109 TFlop/s,0.128 TFlop/s,"46,400",False,False,UXP/V,False,False,False,False,"11,030"
38,VPP700/52,Fujitsu/SNI,52,0 GB,Fujitsu  137MHz,Full distributed crossbar,0.106 TFlop/s,0.1144 TFlop/s,False,False,False,UXP/V,False,False,False,False,False
39,T3E750,Cray/HPE,208,0 GB,EV5  374MHz,3-D Torus,0.1059 TFlop/s,0.156 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
40,XP/S-MP 125,Intel,"2,502",0 GB,Intel 80860  50MHz,2-D mesh (torus),0.1035 TFlop/s,0.1251 TFlop/s,False,False,False,OSF/1,False,False,False,False,False
