,Name,Manufacturer:,Cores:,Memory:,Processor:,Interconnect:,Linpack Performance (Rmax),Theoretical Peak (Rpeak),Nmax,HPCG [TFlop/s],Power Measurement Level:,Operating System:,Compiler:,Math Library:,MPI:,Power:,Nhalf
31,Vplant Cluster P4 XEON 2.4/2.0 GHz - Myrinet,Dell EMC,660,0 GB,Pentium 4 Xeon  2.24GHz,Myrinet,1.504 TFlop/s,2.963 TFlop/s,"160,000",False,False,Linux,False,False,False,False,False
32,SX-6/192M24,NEC,192,0 GB,NEC  1GHz,Multi-stage crossbar,1.484 TFlop/s,1.536 TFlop/s,"200,064",False,False,Super-UX,False,False,False,False,"15,744"
33,SP Power3 375 MHz,IBM,"1,336",0 GB,POWER3  375MHz,SP Switch,1.417 TFlop/s,2.004 TFlop/s,"374,000",False,False,AIX,False,False,False,False,False
34,SP Power3 375 MHz 16 way,IBM,"1,280",0 GB,POWER3  375MHz,SP Switch,1.404 TFlop/s,1.92 TFlop/s,False,False,False,AIX,False,False,False,False,False
35,pSeries 690 Turbo 1.3GHz,IBM,512,0 GB,POWER4 2C 1.3GHz,Colony,1.456 TFlop/s,2.6624 TFlop/s,"200,000",False,False,AIX,False,False,False,False,False
36,SP Power3 375 MHz 16 way,IBM,"1,260",0 GB,POWER3  375MHz,SP Switch,1.382 TFlop/s,1.89 TFlop/s,False,False,False,AIX,False,False,False,False,False
37,PowerRACK-HX dual Xeon 2.4 GHz - SMC GigE,Self-made,512,0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,1.202 TFlop/s,2.457 TFlop/s,"160,000",False,False,Linux,False,False,False,False,"60,000"
38,SP Power3 375 MHz 16 way,IBM,"1,088",0 GB,POWER3  375MHz,SP Switch,1.193 TFlop/s,1.632 TFlop/s,False,False,False,AIX,False,False,False,False,False
39,SX-5/128M8 3.2ns,NEC,128,0 GB,NEC  312MHz,Multi-stage crossbar,1.192 TFlop/s,1.28 TFlop/s,"129,536",False,False,Super-UX,False,False,False,False,"10,240"
40,SP Power3 375 MHz,IBM,"1,104",0 GB,POWER3  375MHz,SP Switch,1.179 TFlop/s,1.656 TFlop/s,False,False,False,AIX,False,False,False,False,False
41,pSeries 690 1.1GHz,IBM,512,0 GB,POWER4 2C 1.1GHz,Colony,1.17 TFlop/s,2.253 TFlop/s,False,False,False,AIX,False,False,False,False,False
42,pSeries 690 1.1GHz,IBM,512,0 GB,POWER4 2C 1.1GHz,Colony,1.17 TFlop/s,2.253 TFlop/s,False,False,False,AIX,False,False,False,False,False
43,T3E1200,Cray/HPE,"1,900",0 GB,EV56  598MHz,3-D Torus,1.166 TFlop/s,2.28 TFlop/s,"230,016",False,False,UNICOS,False,False,False,False,False
44,T3E1200/900,Cray/HPE,"1,792",0 GB,Alpha  558MHz,3-D Torus,1.166 TFlop/s,1.999 TFlop/s,"230,016",False,False,UNICOS,False,False,False,False,False
45,Cluster Platform 6000 rx5670 Itanium2 900 MHz Cluster - GigE,HP,545,0 GB,Itanium 2  900MHz,Gigabit Ethernet,1.09 TFlop/s,1.962 TFlop/s,False,False,False,Linux,False,False,False,False,False
46,pSeries 690 Turbo 1.3GHz,IBM,400,0 GB,POWER4 2C 1.3GHz,Colony,1.09025 TFlop/s,2.08 TFlop/s,False,False,False,AIX,False,False,False,False,False
47,"PowerEdge 1750, P4 Xeon 3.06 GHz, GigE",Dell EMC,"1,024",0 GB,Pentium 4 Xeon  3.06GHz,Gigabit Ethernet,1.095 TFlop/s,6.26688 TFlop/s,False,False,False,Linux,False,False,False,False,False
48,PowerEdge 2650 Cluster P4 Xeon 2.4 GHz/MSWindows - GigE,Dell EMC,384,0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,1.068 TFlop/s,1.8432 TFlop/s,"208,000",False,False,Windows 2000,False,False,False,False,"66,000"
49,AVIDD-B+AVIDD-I - xSeries Cluster Xeon 2.4 GHz - Myrinet&amp;Force10,IBM,384,0 GB,Pentium 4 Xeon  2.4GHz,Myrinet,1.058 TFlop/s,1.843 TFlop/s,"220,000",False,False,Linux,False,False,False,False,False
50,DeepComp 1800 - P4 Xeon 2 GHz - Myrinet,Lenovo,512,0 GB,Pentium 4 Xeon  2GHz,Myrinet,1.297 TFlop/s,2.048 TFlop/s,"172,000",False,False,Linux,False,False,False,False,False
51,pSeries 690 Turbo 1.3GHz,IBM,384,0 GB,POWER4 2C 1.3GHz,Colony,1.038 TFlop/s,1.9968 TFlop/s,"245,000",False,False,AIX,False,False,False,False,False
52,pSeries 690 Turbo 1.3GHz,IBM,384,0 GB,POWER4 2C 1.3GHz,Colony,1.038 TFlop/s,1.9968 TFlop/s,"245,000",False,False,AIX,False,False,False,False,False
53,pSeries 690 Turbo 1.3GHz,IBM,384,0 GB,POWER4 2C 1.3GHz,Colony,1.038 TFlop/s,1.9968 TFlop/s,"245,000",False,False,AIX,False,False,False,False,False
54,Netfinity Cluster P4 Xeon 2 GHz - Myrinet,IBM,512,0 GB,Pentium 4 Xeon  2GHz,Myrinet,1.028 TFlop/s,2.048 TFlop/s,"142,222",False,False,Linux,False,False,False,False,"22,750"
55,Pegasus P4 Xeon Cluster 2.2/2.4/2.8 GHz - Giganet - MSWindows,Self-made,400,0 GB,Pentium 4 Xeon  2.29GHz,Giganet,1.011 TFlop/s,1.843 TFlop/s,"257,912",False,False,Linux,False,False,False,False,False
56,Jazz - LCRC Xeon 2.4 GHz - Myrinet,LNXI,361,0 GB,Pentium 4 Xeon  2.4GHz,Myrinet,1.007 TFlop/s,1.7328 TFlop/s,"208,000",False,False,Linux,False,False,False,False,"35,000"
57,"AlphaServer SC40, 833 MHz",HP,812,0 GB,EV68  833MHz,Quadrics,1.007 TFlop/s,1.3528 TFlop/s,"252,700",False,False,Tru64 UNIX,False,False,False,False,"39,954"
58,CPlant/Ross Cluster,Self-made,"1,800",0 GB,Alpha  495MHz,Myrinet,0.9969 TFlop/s,1.7825 TFlop/s,"310,000",False,False,N/A,False,False,False,False,"56,000"
59,SX-6/128M16,NEC,128,0 GB,NEC  1GHz,Multi-stage crossbar,0.982 TFlop/s,1.024 TFlop/s,"204,800",False,False,Super-UX,False,False,False,False,"12,800"
60,Pentium Xeon Cluster 2.2 GHz - SCI 3D,Self-made,400,0 GB,Pentium 4 Xeon  2.2GHz,SCI,1.132 TFlop/s,1.76 TFlop/s,"212,000",False,False,Linux,False,False,False,False,"32,800"
61,SP Power3 375 MHz 8 way,IBM,"1,152",0 GB,POWER3  375MHz,SP Switch,0.929 TFlop/s,1.728 TFlop/s,"220,000",False,False,AIX,False,False,False,False,"62,000"
62,SR8000-F1/100,Hitachi,100,0 GB,Hitachi SR8000  375MHz,Multi-dimensional crossbar,0.917 TFlop/s,1.2 TFlop/s,"115,000",False,False,HI-UX/MPP,False,False,False,False,"15,000"
63,xSeries Cluster Xeon 2.4 GHz - Gig-E,IBM,"1,100",0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,1.755 TFlop/s,5.28 TFlop/s,False,False,False,Linux,False,False,False,False,False
64,xSeries Cluster Xeon 2.4 GHz - Gig-E,IBM,"1,048",0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,1.755 TFlop/s,5.0304 TFlop/s,False,False,False,Linux,False,False,False,False,False
65,xSeries Cluster Xeon 2.4 GHz - Gig-E,IBM,"1,024",0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,1.755 TFlop/s,4.9152 TFlop/s,"335,000",False,False,Linux,False,False,False,False,"41,600"
66,xSeries Cluster Xeon 2.4 GHz - Gig-E,IBM,968,0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,1.68549 TFlop/s,4.6464 TFlop/s,False,False,False,Linux,False,False,False,False,False
67,xSeries Cluster Xeon 2.4 GHz - Gig-E,IBM,880,0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,1.57625 TFlop/s,4.224 TFlop/s,False,False,False,Linux,False,False,False,False,False
68,T3E1200,Cray/HPE,"1,084",0 GB,EV56  598MHz,3-D Torus,0.892 TFlop/s,1.3008 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
69,SP Power3 375 MHz 16 way,IBM,812,0 GB,POWER3  375MHz,SP Switch,0.891 TFlop/s,1.218 TFlop/s,False,False,False,AIX,False,False,False,False,False
70,pSeries 690 Turbo 1.3GHz,IBM,320,0 GB,POWER4 2C 1.3GHz,Colony,0.8873 TFlop/s,1.664 TFlop/s,False,False,False,AIX,False,False,False,False,False
71,LION-XL - PowerEdge 2650 Cluster P4 Xeon 2.4 GHz - Quadrics,Dell EMC,256,0 GB,Pentium 4 Xeon  2.4GHz,Quadrics,0.8779 TFlop/s,1.2288 TFlop/s,"160,000",False,False,Linux,False,False,False,False,False
72,SR8000/128,Hitachi,128,0 GB,Hitachi SR8000  250MHz,Multi-dimensional crossbar,0.873 TFlop/s,1.024 TFlop/s,"120,000",False,False,HI-UX/MPP,False,False,False,False,"16,000"
73,"AlphaServer SC45, 1 GHz",HP,512,0 GB,Alpha  1GHz,Quadrics,0.8622 TFlop/s,1.024 TFlop/s,"205,000",False,False,Tru64 UNIX,False,False,False,False,"26,000"
74,"emerald - AlphaServer SC45, 1 GHz",HP,512,0 GB,Alpha  1GHz,Quadrics,0.8622 TFlop/s,1.024 TFlop/s,"205,000",False,False,Tru64 UNIX,False,False,False,False,"26,000"
75,"AlphaServer SC45, 1 GHz",HP,512,0 GB,Alpha  1GHz,Quadrics,0.8622 TFlop/s,1.024 TFlop/s,"205,000",False,False,Tru64 UNIX,False,False,False,False,"26,000"
76,ORIGIN 3000 600 MHz,HPE,"1,024",0 GB,R14000A  600MHz,NUMAflex,0.8529 TFlop/s,1.2288 TFlop/s,"129,024",False,False,IRIX,False,False,False,False,"31,744"
77,Grendels - Grendels P4 Cluster 2.4 GHz - Myrinet,LNXI,252,0 GB,Pentium 4 Xeon  2.4GHz,Myrinet,0.8405 TFlop/s,1.2096 TFlop/s,"175,760",False,False,Linux,False,False,False,False,"27,768"
78,"AlphaServer SC45, 1 GHz",HP,508,0 GB,Alpha  1GHz,Quadrics,0.8255 TFlop/s,1.016 TFlop/s,"170,000",False,False,Tru64 UNIX,False,False,False,False,"26,000"
79,HELICS AMD 1.4 GHz - Myrinet,MEGWARE,512,0 GB,Athlon  1.4GHz,Myrinet,0.825 TFlop/s,1.4336 TFlop/s,"171,000",False,False,Linux,False,False,False,False,False
80,T3E900,Cray/HPE,"1,324",0 GB,EV5  450MHz,3-D Torus,0.815 TFlop/s,1.1916 TFlop/s,"134,400",False,False,UNICOS,False,False,False,False,"26,880"
81,TeraGrid Cluster Itanium 2 1 GHz - Myrinet,IBM,252,0 GB,Itanium 2  1GHz,Myrinet,0.7983 TFlop/s,1.008 TFlop/s,"232,000",False,False,Linux,False,False,False,False,"32,000"
82,SP Power3 375 MHz,IBM,768,0 GB,POWER3  375MHz,SP Switch,0.795 TFlop/s,1.152 TFlop/s,False,False,False,AIX,False,False,False,False,False
83,AMD AthlonMP Cluster 1.65 GHz,Self-made,512,0 GB,Athlon  1.65GHz,Fast Ethernet,0.794 TFlop/s,1.69 TFlop/s,"223,000",False,False,Linux,False,False,False,False,"37,000"
84,SR8000-G1/64,Hitachi,64,0 GB,Hitachi SR8000  450MHz,Multi-dimensional crossbar,0.7907 TFlop/s,0.9216 TFlop/s,"110,000",False,False,HI-UX/MPP,False,False,False,False,"8,504"
85,Presto III Athlon 1.6 GHz,Self-made,486,0 GB,Athlon  1.6GHz,Myrinet,0.7888 TFlop/s,1.5552 TFlop/s,"121,500",False,False,Linux,False,False,False,False,False
86,"Cluster Platform 6000 zx6000 Itanium2 900 MHz, Myrinet",HPE,256,0 GB,Itanium 2  900MHz,Myrinet,0.7619 TFlop/s,0.9216 TFlop/s,"228,000",False,False,Linux,False,False,False,False,"50,000"
87,"Space Simulator, P4 2.53 GHz - GigEth",Self-made,288,0 GB,Pentium 4 Xeon  2.53GHz,Gigabit Ethernet,0.7571 TFlop/s,1.457 TFlop/s,"180,000",False,False,Linux,False,False,False,False,"44,000"
88,pSeries 690 Turbo 1.3GHz,IBM,264,0 GB,POWER4 2C 1.3GHz,Colony,0.755 TFlop/s,1.3728 TFlop/s,False,False,False,AIX,False,False,False,False,False
89,SP Power3 375 MHz,IBM,720,0 GB,POWER3  375MHz,SP Switch,0.741 TFlop/s,1.08 TFlop/s,False,False,False,AIX,False,False,False,False,False
90,pSeries 690 Turbo 1.3GHz,IBM,256,0 GB,POWER4 2C 1.3GHz,Colony,0.7366 TFlop/s,1.3312 TFlop/s,"285,000",False,False,AIX,False,False,False,False,"25,000"
91,pSeries 690 Turbo 1.3GHz,IBM,256,0 GB,POWER4 2C 1.3GHz,Colony,0.7366 TFlop/s,1.3312 TFlop/s,"285,000",False,False,AIX,False,False,False,False,"25,000"
92,pSeries 690 Turbo 1.3GHz,IBM,256,0 GB,POWER4 2C 1.3GHz,Colony,0.7366 TFlop/s,1.3312 TFlop/s,"285,000",False,False,AIX,False,False,False,False,"25,000"
93,pSeries 690 Turbo 1.3GHz,IBM,256,0 GB,POWER4 2C 1.3GHz,Colony,0.7366 TFlop/s,1.3312 TFlop/s,"285,000",False,False,AIX,False,False,False,False,"25,000"
94,MVS1000M EV67 667 MHz,Self-made,768,0 GB,EV67  666MHz,Myrinet,0.7346 TFlop/s,1.024 TFlop/s,"270,000",False,False,N/A,False,False,False,False,"30,000"
95,VPP5000/80,Fujitsu,80,0 GB,Fujitsu  300MHz,Full distributed crossbar,0.73 TFlop/s,0.768 TFlop/s,"273,600",False,False,UXP/V,False,False,False,False,"15,360"
96,SP Power3 375 MHz,IBM,704,0 GB,POWER3  375MHz,SP Switch,0.723 TFlop/s,1.056 TFlop/s,"187,000",False,False,AIX,False,False,False,False,"37,500"
97,DeepComp 1800 - P4 Xeon 2.4 GHz - Myrinet,Lenovo,256,0 GB,Pentium 4 Xeon  2.4GHz,Myrinet,0.7358 TFlop/s,1.228 TFlop/s,"114,920",False,False,Linux,False,False,False,False,"28,000"
98,pSeries 690 Turbo 1.3GHz GigEth,IBM,384,0 GB,POWER4 2C 1.3GHz,Gigabit Ethernet,0.708 TFlop/s,1.9968 TFlop/s,False,False,False,AIX,False,False,False,False,False
99,Longhorn - pSeries p690/p655 1.3GHz,IBM,224,0 GB,POWER4 2C 1.3GHz,Colony,0.7048 TFlop/s,1.1648 TFlop/s,False,False,False,AIX,False,False,False,False,False
100,SR8000-E1/80,Hitachi,80,0 GB,Hitachi SR8000  300MHz,Multi-dimensional crossbar,0.6913 TFlop/s,0.768 TFlop/s,"120,000",False,False,HI-UX/MPP,False,False,False,False,"9,408"
101,ORIGIN 2000 250 MHz,HPE,"2,048",0 GB,R10000  250MHz,Hypercube,0.6909 TFlop/s,1.024 TFlop/s,"229,248",False,False,IRIX,False,False,False,False,"80,640"
102,"AlphaServer SC40, 833 MHz",HP,512,0 GB,EV68  833MHz,Quadrics,0.6909 TFlop/s,0.853 TFlop/s,"185,000",False,False,Tru64 UNIX,False,False,False,False,"40,000"
103,xSeries Cluster Xeon 2.4 GHz - Myrinet,IBM,320,0 GB,Pentium 4 Xeon  2.4GHz,Myrinet,0.94901 TFlop/s,1.536 TFlop/s,False,False,False,Linux,False,False,False,False,False
104,xSeries Cluster Xeon 2.4 GHz - Myrinet,IBM,256,0 GB,Pentium 4 Xeon  2.4GHz,Myrinet,0.84002 TFlop/s,1.2288 TFlop/s,False,False,False,Linux,False,False,False,False,False
105,xSeries Cluster Xeon 2.4 GHz - Myrinet,IBM,256,0 GB,Pentium 4 Xeon  2.4GHz,Myrinet,0.84002 TFlop/s,1.2288 TFlop/s,False,False,False,Linux,False,False,False,False,False
106,Demeter - P4 Xeon 2.6 Ghz - Myrinet,Linux Labs,240,0 GB,Pentium 4 Xeon  2.6GHz,Myrinet,0.6803 TFlop/s,1.248 TFlop/s,"163,750",False,False,Linux,False,False,False,False,"25,400"
107,pSeries 690 Turbo 1.3GHz,IBM,240,0 GB,POWER4 2C 1.3GHz,Colony,0.68 TFlop/s,1.248 TFlop/s,False,False,False,AIX,False,False,False,False,False
108,pSeries 690 Turbo 1.3GHz,IBM,240,0 GB,POWER4 2C 1.3GHz,Colony,0.68 TFlop/s,1.248 TFlop/s,False,False,False,AIX,False,False,False,False,False
109,pSeries 690 Turbo 1.3GHz,IBM,240,0 GB,POWER4 2C 1.3GHz,Colony,0.68 TFlop/s,1.248 TFlop/s,False,False,False,AIX,False,False,False,False,False
110,Titan Cluster Itanium 800 MHz,IBM,320,0 GB,Itanium  800MHz,Fast Ethernet,0.6779 TFlop/s,1.024 TFlop/s,"183,000",False,False,Linux,False,False,False,False,"32,000"
111,Cray X1,Cray/HPE,60,0 GB,Cray X1  800MHz,Crossbar,0.70635 TFlop/s,0.768 TFlop/s,"168,960",False,False,UNICOS,False,False,False,False,"18,432"
112,Cray X1,Cray/HPE,60,0 GB,Cray X1  800MHz,Crossbar,0.70635 TFlop/s,0.768 TFlop/s,"168,960",False,False,UNICOS,False,False,False,False,"18,432"
113,Cray X1,Cray/HPE,60,0 GB,Cray X1  800MHz,Crossbar,0.70635 TFlop/s,0.768 TFlop/s,"168,960",False,False,UNICOS,False,False,False,False,"18,432"
114,Cray X1,Cray/HPE,60,0 GB,Cray X1  800MHz,Crossbar,0.70635 TFlop/s,0.768 TFlop/s,"168,960",False,False,UNICOS,False,False,False,False,"18,432"
115,Cray X1,Cray/HPE,60,0 GB,Cray X1  800MHz,Crossbar,0.70635 TFlop/s,0.768 TFlop/s,"168,960",False,False,UNICOS,False,False,False,False,"18,432"
116,Cray X1,Cray/HPE,60,0 GB,Cray X1  800MHz,Crossbar,0.70635 TFlop/s,0.768 TFlop/s,"168,960",False,False,UNICOS,False,False,False,False,"18,432"
117,Cray X1,Cray/HPE,60,0 GB,Cray X1  800MHz,Crossbar,0.70635 TFlop/s,0.768 TFlop/s,"168,960",False,False,UNICOS,False,False,False,False,"18,432"
118,P4 Xeon Cluster 2.4 GHz - Myrinet,Self-made,256,0 GB,Pentium 4 Xeon  2.4GHz,Myrinet,0.6713 TFlop/s,1.2288 TFlop/s,"100,000",False,False,Linux,False,False,False,False,"20,000"
119,T3E1200,Cray/HPE,812,0 GB,EV56  598MHz,3-D Torus,0.671 TFlop/s,0.9744 TFlop/s,False,False,False,UNICOS,False,False,False,False,False
120,xSeries Cluster Xeon 2.0 GHz - Myrinet,IBM,256,0 GB,Pentium 4 Xeon  2GHz,Myrinet,0.6547 TFlop/s,1.024 TFlop/s,"159,000",False,False,Linux,False,False,False,False,False
121,Magi Cluster PIII 933 MHz,NEC,"1,040",0 GB,Pentium 3  933MHz,Myrinet,0.654 TFlop/s,0.97 TFlop/s,"217,600",False,False,Linux,False,False,False,False,"29,000"
122,PowerEdge 2650 Cluster P4 Xeon 2.4 GHz - GigE,Dell EMC,264,0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,0.65 TFlop/s,1.2672 TFlop/s,False,False,False,Linux,False,False,False,False,False
123,xSeries Cluster Xeon 2.8 GHz - Myrinet,IBM,192,0 GB,Pentium 4 Xeon  2.8GHz,Myrinet,0.66157 TFlop/s,1.0752 TFlop/s,False,False,False,Linux,False,False,False,False,False
124,xSeries Cluster Xeon 2.4 GHz - Gig-E,IBM,574,0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,1.19641 TFlop/s,2.7552 TFlop/s,False,False,False,Linux,False,False,False,False,False
125,pSeries 690 Turbo 1.3GHz,IBM,224,0 GB,POWER4 2C 1.3GHz,Colony,0.6239 TFlop/s,1.1648 TFlop/s,"135,000",False,False,AIX,False,False,False,False,False
126,pSeries 690 Turbo 1.3GHz,IBM,224,0 GB,POWER4 2C 1.3GHz,Colony,0.6239 TFlop/s,1.1648 TFlop/s,"135,000",False,False,AIX,False,False,False,False,False
127,pSeries 690 1.1GHz,IBM,256,0 GB,POWER4 2C 1.1GHz,Colony,0.623 TFlop/s,1.1264 TFlop/s,False,False,False,AIX,False,False,False,False,False
128,PowerEdge 2650 Cluster P4 Xeon 2.4 GHz - GigE,Dell EMC,256,0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,0.6183 TFlop/s,1.2288 TFlop/s,"166,000",False,False,Linux,False,False,False,False,"51,000"
129,SCore IIIe/PIII 933 MHz,Self-made,"1,024",0 GB,Pentium 3  933MHz,Myrinet,0.6183 TFlop/s,0.9554 TFlop/s,"146,000",False,False,Linux,False,False,False,False,"23,000"
130,SX-6/80M10,NEC,80,0 GB,NEC  1GHz,Multi-stage crossbar,0.6169 TFlop/s,0.64 TFlop/s,False,False,False,Super-UX,False,False,False,False,False
131,xSeries Cluster Xeon 2.4 GHz - Gig-E,IBM,562,0 GB,Pentium 4 Xeon  2.4GHz,Gigabit Ethernet,1.18151 TFlop/s,2.6976 TFlop/s,False,False,False,Linux,False,False,False,False,False
