,Name,Manufacturer:,Cores:,Memory:,Processor:,Interconnect:,Linpack Performance (Rmax),Theoretical Peak (Rpeak),Nmax,HPCG [TFlop/s],Power Measurement Level:,Operating System:,Compiler:,Math Library:,MPI:,Power:,Nhalf
0,"K computer, SPARC64 VIIIfx 2.0GHz, Tofu interconnect",Fujitsu,"705,024",0 GB,SPARC64 VIIIfx 8C 2GHz,Custom Interconnect,"10,510 TFlop/s","11,280.4 TFlop/s","11,870,208",602.736,False,Linux,False,False,False,"12,659.89 kW",False
1,"Tianhe-1A - NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050",NUDT,"186,368",0 GB,Xeon X5670 6C 2.93GHz,Proprietary,"2,566 TFlop/s","4,701 TFlop/s","3,600,000",False,False,Linux,icc,,MPICH2 with a custom GLEX channel,"4,040.00 kW","1,000,000"
2,"Jaguar - Cray XK6, Opteron 6274 16C 2.200GHz, Cray Gemini interconnect, NVIDIA 2090",Cray/HPE,"298,592","598,016 GB",Opteron 6274 16C 2.2GHz,Cray Gemini interconnect,"1,941 TFlop/s","2,627.61 TFlop/s","6,329,856",False,False,Cray Linux Environment,False,False,False,"5,142.00 kW",False
3,"Nebulae - Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050",Sugon,"120,640",0 GB,Xeon X5650 6C 2.66GHz,Infiniband QDR,"1,271 TFlop/s","2,984.3 TFlop/s","2,359,296",False,False,Linux,False,False,False,"2,580.00 kW",False
4,"TSUBAME 2.0 - HP ProLiant SL390s G7 Xeon 6C X5670, Nvidia GPU, Linux/Windows",NEC/HPE,"73,278","90,919 GB",Xeon X5670 6C 2.93GHz,Infiniband QDR,"1,192 TFlop/s","2,287.63 TFlop/s","2,490,368",False,False,Linux,GCC 4.3.4,,OpenMPI 1.4.2,"1,398.61 kW",False
5,"Cielo - Cray XE6, Opteron 6136 8C 2.40GHz, Custom",Cray/HPE,"142,272",0 GB,Opteron 6136 8C 2.4GHz,Cray Gemini interconnect,"1,110 TFlop/s","1,365.81 TFlop/s",False,False,False,Linux,False,False,False,"3,980.00 kW",False
6,"Pleiades - SGI ICE X, Intel Xeon E5-2670/E5-2680v2/E5-2680v3/E5-2680v4  2.6/2.8/2.5/2.4 GHz, Infiniband FDR",HPE,"241,108","211,968 GB",Intel Xeon E5-2680v2  10C 2.8GHz,Infiniband FDR,"5,951.55 TFlop/s","7,107.15 TFlop/s","6,500,160",175.181,1,SUSE Linux Enterprise Server 11,Intel 2016 Parallel Studio Update 2,MKL 2017.0.0,SGI MPT 2.14,"4,407.00 kW",False
7,"Hopper - Cray XE6, Opteron 6172 12C 2.10GHz, Custom",Cray/HPE,"153,408",0 GB,Opteron 6172 12C 2.1GHz,Cray Gemini interconnect,"1,054 TFlop/s","1,288.63 TFlop/s","4,537,344",False,False,Linux,False,False,False,"2,910.00 kW",False
8,Tera-100 - Bull bullx super-node S6010/S6030,Atos,"138,368",0 GB,Xeon X7560 8C 2.26GHz,Infiniband QDR,"1,050 TFlop/s","1,254.55 TFlop/s","4,926,336",False,False,Linux,False,False,False,"4,590.00 kW",False
9,"Roadrunner - BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband",IBM,"122,400",0 GB,PowerXCell 8i 9C 3.2GHz,Infiniband,"1,042 TFlop/s","1,375.78 TFlop/s","2,249,343",False,False,Linux,False,False,False,"2,345.00 kW",False
